TIME,LATITUDE,LONGITUDE,MODALITY,SNR,CFO,BLER,INDEX,SEGMENTS,MISS
15:18:20,45.067441167,7.656063,8,10,22.74,,1,172937.ts ,
15:18:21,45.067440833,7.656064,8,10,22.68,,,,
15:18:22,45.067443333,7.656071667,8,10,22.87,,1,,
15:18:23,45.067443833,7.6560755,8,10,22.85,,1,172938.ts ,
15:18:24,45.067444,7.656080167,8,10,23.40,,,,
15:18:25,45.0674455,7.656086167,8,10,22.53,,1,,
15:18:26,45.067448333,7.656092833,8,10,24.23,,1,172939.ts ,
15:18:27,45.067442167,7.656079167,8,10,24.76,,,,
15:18:28,45.067445167,7.656081833,8,10,23.42,,,,
15:18:29,45.067436833,7.6560645,8,10,22.33,,1,172940.ts ,
15:18:30,45.067433,7.656059333,8,10,21.81,,,,
15:18:31,45.067427647,7.656066513,8,10,22.48,,1,,
15:18:32,45.067422293,7.656073693,8,10,21.14,,1,172941.ts ,
15:18:33,45.067416940,7.656080873,8,10,21.73,,,,
15:18:34,45.067411587,7.656088053,8,10,22.61,,1,,
15:18:35,45.067406233,7.656095233,8,10,20.44,,1,172942.ts ,
15:18:36,45.067400880,7.656102413,8,10,20.35,,1,,
15:18:37,45.067395527,7.656109593,8,10,21.60,,1,,
15:18:38,45.067390173,7.656116773,8,10,21.80,,1,172943.ts ,
15:18:39,45.067384820,7.656123953,8,10,21.06,,,,
15:18:40,45.067379467,7.656131133,8,10,20.86,,,,
15:18:41,45.067374113,7.656138313,8,10,20.61,,1,172944.ts ,
15:18:42,45.067368760,7.656145493,8,10,20.62,,1,,
15:18:43,45.067363407,7.656152673,8,10,20.12,,1,,
15:18:44,45.067358054,7.656159853,8,10,18.54,,1,172945.ts ,
15:18:45,45.067352700,7.656167033,8,10,20.76,,1,,
15:18:46,45.067347347,7.656174213,8,10,21.13,,1,,
15:18:47,45.067341994,7.656181393,8,10,20.92,,1,172946.ts ,
15:18:48,45.067336640,7.656188573,8,10,19.49,,1,,
15:18:49,45.067331287,7.656195753,8,10,21.13,,1,,
15:18:50,45.067325934,7.656202933,8,10,22.02,,1,172947.ts ,
15:18:51,45.067320580,7.656210113,8,0,,,1,,
15:18:52,45.067315227,7.656217293,8,10,22.78,,1,,
15:18:53,45.067309874,7.656224473,8,10,21.12,,1,172948.ts ,
15:18:54,45.067304520,7.656231653,8,10,18.72,,1,,
15:18:55,45.067299167,7.656238833,8,10,20.89,,1,,
15:18:56,45.067279500,7.656236111,8,10,21.23,,1,172949.ts ,
15:18:57,45.067259834,7.656233389,8,10,21.42,,1,,
15:18:58,45.067240167,7.656230667,8,10,21.65,,1,,
15:18:59,45.0672095,7.656215333,8,10,19.76,,,172950.ts ,
15:19:00,45.067185667,7.6562195,8,10,18.53,,1,,
15:19:01,45.067154167,7.656204333,8,10,18.36,,1,,
15:19:02,45.067123833,7.656187667,8,0,17.24,,1,172951.ts ,
15:19:03,45.067094833,7.656199833,8,10,18.58,,1,,
15:19:04,45.067079167,7.656151333,8,10,16.59,,,,
15:19:05,45.067075833,7.656099333,8,10,15.34,,1,172952.ts ,
15:19:06,45.067079,7.655985,8,10,13.86,,1,,
15:19:07,45.067083750,7.655949731,8,10,12.77,,1,,
15:19:08,45.067088500,7.655914462,8,10,11.07,,,172953.ts ,
15:19:09,45.067093250,7.655879192,8,10,10.07,,1,,
15:19:10,45.067098000,7.655843923,8,10,9.836,,1,,
15:19:11,45.067102750,7.655808654,8,10,10.06,,1,172954.ts ,
15:19:12,45.067107500,7.655773385,8,10,10.90,,1,,
15:19:13,45.067112250,7.655738115,8,10,11.02,,,,
15:19:14,45.067117000,7.655702846,8,10,11.30,,1,172955.ts ,
15:19:15,45.067121750,7.655667577,8,10,13.27,,1,,
15:19:16,45.067126500,7.655632308,8,10,13.55,,,,
15:19:17,45.067131250,7.655597038,8,10,14.92,,1,172956.ts ,
15:19:18,45.067136000,7.655561769,8,10,16.76,,1,,
15:19:19,45.067140750,7.655526500,8,10,17.81,,1,,
15:19:20,45.067145500,7.655491231,8,10,18.56,,1,172957.ts ,
15:19:21,45.067150250,7.655455962,8,10,19.39,,1,,
15:19:22,45.067155000,7.655420692,8,10,18.90,,1,,
15:19:23,45.067159750,7.655385423,8,10,19.17,,1,172958.ts ,
15:19:24,45.067164500,7.655350154,8,10,18.96,,1,,
15:19:25,45.067169250,7.655314885,8,10,19.33,,1,,
15:19:26,45.067174000,7.655279615,8,10,19.17,,,172959.ts ,
15:19:27,45.067178750,7.655244346,8,10,18.94,,1,,
15:19:28,45.067183500,7.655209077,8,10,18.81,,1,,
15:19:29,45.067188250,7.655173808,8,10,18.97,,1,172960.ts ,
15:19:30,45.067193000,7.655138538,8,10,19.03,,1,,
15:19:31,45.067197750,7.655103269,8,10,18.89,,1,,
15:19:32,45.0672025,7.655068,8,10,18.01,,1,172961.ts ,
15:19:33,45.0672005,7.6550555,8,10,18.55,,1,,
15:19:34,45.067201333,7.655045167,8,10,18.73,,1,,
15:19:35,45.067202667,7.655040333,8,10,18.44,,1,172962.ts ,
15:19:36,45.067204167,7.655037,8,10,18.22,,1,,
15:19:37,45.067209833,7.655043833,8,10,17.94,,,,
15:19:38,45.067214667,7.655046833,8,10,17.63,,,172963.ts ,
15:19:39,45.067221,7.655050167,8,10,18.09,,1,,
15:19:40,45.067226333,7.655057667,8,10,17.71,,,,
15:19:41,45.0672355,7.6550655,8,10,17.87,,,172964.ts ,
15:19:42,45.067241167,7.655069833,8,10,17.81,,1,,
15:19:43,45.067246,7.655072667,8,10,17.67,,1,,
15:19:44,45.067251167,7.655074,8,10,18.33,,1,172965.ts ,
15:19:45,45.067254667,7.655078167,8,10,18.49,,1,,
15:19:46,45.067259333,7.6550825,8,10,18.23,,1,,
15:19:47,45.0672635,7.6550885,8,10,18.38,,1,172966.ts ,
15:19:48,45.067262333,7.655085833,8,10,18.33,,1,,
15:19:49,45.067259333,7.655081333,8,10,18.19,,,,
15:19:50,45.067256833,7.655078167,8,10,18.41,,,172967.ts ,
15:19:51,45.067252,7.655072333,8,10,18.12,,1,,
15:19:52,45.067245292,7.655065541,8,10,18.21,,,,
15:19:53,45.067238584,7.655058750,8,10,17.79,,1,172968.ts ,
15:19:54,45.067231875,7.655051958,8,10,18.30,,1,,
15:19:55,45.067225167,7.655045167,8,10,17.96,,,,
15:19:56,45.067211833,7.6550315,8,10,18.13,,1,172969.ts ,
15:19:57,45.067209667,7.65503,8,10,17.96,,,,
15:19:58,45.067190333,7.655010167,8,10,18.66,,,,
15:19:59,45.067189167,7.655009667,8,10,18.73,,1,172970.ts ,
15:20:00,45.067187667,7.655009333,8,10,18.30,,1,,
15:20:01,45.067186,7.655009,8,10,18.61,,,,
15:20:02,45.067183667,7.655007333,8,10,18.19,,1,172971.ts ,
15:20:03,45.067181667,7.655006,8,10,18.13,,1,,
15:20:04,45.067177667,7.655003333,8,10,18.20,,,,
15:20:05,45.0671665,7.654993167,8,10,18.32,,1,172972.ts ,
15:20:06,45.067161333,7.654986833,8,10,18.37,,1,,
15:20:07,45.067151167,7.654978,8,10,18.35,,,,
15:20:08,45.067144833,7.654972,8,10,17.88,,1,172973.ts ,
15:20:09,45.067144167,7.6549705,8,10,18.37,,1,,
15:20:10,45.067134333,7.654962833,8,10,17.95,,,,
15:20:11,45.067123333,7.654954333,8,10,17.89,,1,172974.ts ,
15:20:12,45.067115167,7.6549475,8,10,17.82,,1,,
15:20:13,45.067103667,7.654938833,8,10,17.86,,,,
15:20:14,45.0671025,7.654937833,8,10,17.96,,1,172975.ts ,
15:20:15,45.067095,7.654932667,8,10,18.08,,1,,
15:20:16,45.0670965,7.654934167,8,10,17.97,,,,
15:20:17,45.067085,7.654925333,8,10,17.72,,1,172976.ts ,
15:20:18,45.067075667,7.654918667,8,10,18.00,,1,,
15:20:19,45.067068167,7.654909,8,10,18.26,,,,
15:20:20,45.067067833,7.654890333,8,10,16.78,,1,172977.ts ,
15:20:21,45.067071333,7.654860333,8,10,13.60,,,,
15:20:22,45.067076333,7.654823667,8,10,10.93,,,,
15:20:24,45.067086833,7.654751167,8,10,9.948,,1,172978.ts ,
15:20:25,45.067098667,7.654726167,8,10,10.67,,1,,
15:20:26,45.067099667,7.654693667,8,10,11.12,,1,172979.ts ,
15:20:27,45.067089,7.654652,8,10,11.70,,1,,
15:20:28,45.067076167,7.654613333,8,10,11.20,,,,
15:20:29,45.067061,7.654585,8,10,10.69,,1,172980.ts ,
15:20:30,45.0670305,7.654568833,8,10,12.85,,,,
15:20:31,45.066993333,7.6545645,8,10,16.97,,1,,
15:20:32,45.066955667,7.654570333,8,10,13.28,,1,172981.ts ,
15:20:33,45.066898,7.6545675,8,10,9.884,,,,
15:20:34,45.066855667,7.654582333,8,10,8.775,,1,,
15:20:35,45.066824333,7.654629667,8,10,7.503,,1,172982.ts ,
15:20:36,45.066792,7.654674667,8,10,7.874,,1,,
15:20:37,45.066772333,7.654728833,8,10,9.312,,,,
15:20:38,45.066733333,7.654779333,8,10,18.53,,1,172983.ts ,
15:20:39,45.066700333,7.654834667,8,10,18.59,,,,
15:20:40,45.066645167,7.654876333,8,10,21.15,,,,
15:20:41,45.066566167,7.6549055,8,10,23.74,,1,172984.ts ,
15:20:42,45.0665735,7.6549815,8,10,21.32,,1,,
15:20:43,45.066497667,7.655003333,8,10,13.80,,,,
15:20:44,45.066462833,7.655042167,8,10,1.734,,1,172985.ts ,
15:20:45,45.0664335,7.6550905,8,10,5.507,,,,
15:20:46,45.066352333,7.655111667,8,10,11.29,,1,,
15:20:47,45.066276833,7.655145,8,10,3.591,,1,172986.ts ,
15:20:48,45.066216333,7.65519,8,10,12.73,,,,
15:20:49,45.0661675,7.6552365,8,10,11.78,,1,,
15:20:50,45.066115833,7.655271333,8,10,16.64,,1,172987.ts ,
15:20:51,45.066025083,7.655289320,8,10,16.60,,,,
15:20:52,45.065934333,7.655307307,8,10,22.18,,1,,
15:20:53,45.065843583,7.655325294,8,10,22.08,,1,172988.ts ,
15:20:54,45.065752833,7.655343280,8,10,17.93,,,,
15:20:55,45.065662083,7.655361267,8,10,14.78,,1,,
15:20:56,45.065571333,7.655379254,8,10,16.68,,1,172989.ts ,
15:20:57,45.065480583,7.655397241,8,10,25.96,,,,
15:20:58,45.065389833,7.655415228,8,10,21.86,,1,,
15:20:59,45.065299083,7.655433215,8,10,22.08,,1,172990.ts ,
15:21:00,45.065208333,7.655451201,8,10,17.37,,,,
15:21:01,45.065117583,7.655469188,8,10,12.83,,1,,
15:21:02,45.065026833,7.655487175,8,10,20.59,,1,172991.ts ,
15:21:03,45.064936083,7.655505162,8,10,20.42,,,,
15:21:04,45.064845333,7.655523149,8,10,18.28,,1,,
15:21:05,45.064754583,7.655541136,8,10,18.11,,1,172992.ts ,
15:21:06,45.064663833,7.655559122,8,10,19.04,,1,,
15:21:07,45.064573083,7.655577109,8,10,12.52,,,,
15:21:08,45.064482333,7.655595096,8,10,22.00,,1,172993.ts ,
15:21:09,45.064391583,7.655613083,8,10,17.63,,,,
15:21:10,45.064300833,7.655631070,8,10,14.98,,,,
15:21:11,45.064210083,7.655649057,8,10,18.78,,,172994.ts ,
15:21:12,45.064119333,7.655667044,8,10,18.54,,1,,
15:21:13,45.064028583,7.655685030,8,10,19.89,,,,
15:21:14,45.063937833,7.655703017,8,10,19.49,,1,172995.ts ,
15:21:15,45.063847083,7.655721004,8,10,13.54,,1,,
15:21:16,45.063756333,7.655738991,8,10,17.05,,,,
15:21:17,45.063665583,7.655756978,8,10,18.10,,1,172996.ts ,
15:21:18,45.063574833,7.655774965,8,10,17.48,,,,
15:21:19,45.063484083,7.655792951,8,10,19.18,,1,,
15:21:20,45.063393333,7.655810938,8,10,18.19,,1,,
15:21:21,45.063302583,7.655828925,8,10,18.23,,1,172997.ts ,
15:21:22,45.063211833,7.655846912,8,10,18.91,,,,
15:21:23,45.063121083,7.655864899,8,10,20.18,,1,172998.ts ,
15:21:24,45.063030333,7.655882886,8,10,20.63,,,,
15:21:25,45.062939583,7.655900872,8,10,22.04,,1,,
15:21:26,45.062848833,7.655918859,8,10,22.11,,1,172999.ts ,
15:21:27,45.062758083,7.655936846,8,10,22.56,,1,,
15:21:28,45.062667333,7.655954833,8,10,22.78,,,,
15:21:29,45.062561833,7.655893,8,10,23.04,,,173000.ts ,
15:21:30,45.062476167,7.655844333,8,10,22.71,,1,,
15:21:31,45.062421333,7.655814333,8,10,22.92,,1,,
15:21:32,45.062381833,7.655794167,8,10,23.18,,1,173001.ts ,
15:21:33,45.062351667,7.655779833,8,10,22.89,,1,,
15:21:34,45.062328667,7.655769667,8,10,23.21,,1,,
15:21:35,45.062308833,7.655762167,8,10,22.87,,1,173002.ts ,
15:21:36,45.062292333,7.655755667,8,10,22.74,,1,,
15:21:37,45.062279333,7.6557505,8,10,22.29,,1,,
15:21:38,45.062272833,7.655750333,8,10,22.42,,1,173003.ts ,
15:21:39,45.062271333,7.655753,8,10,22.75,,1,,
15:21:40,45.062266333,7.655752,8,10,23.34,,1,,
15:21:41,45.062258667,7.655748667,8,10,22.72,,1,173004.ts ,
15:21:42,45.0622575,7.6557495,8,10,22.86,,1,,
15:21:43,45.062251333,7.655746833,8,10,22.94,,1,,
15:21:44,45.062245333,7.655744333,8,10,22.81,,1,173005.ts ,
15:21:45,45.0622425,7.655744167,8,10,22.86,,1,,
15:21:46,45.062233833,7.655739667,8,10,23.11,,1,,
15:21:47,45.062226333,7.655736,8,10,23.50,,1,173006.ts ,
15:21:48,45.0622395,7.655745667,8,10,23.66,,1,,
15:21:49,45.062236167,7.655745,8,10,23.23,,1,,
15:21:50,45.062238167,7.655748333,8,10,22.87,,1,173007.ts ,
15:21:51,45.062238667,7.655749333,8,10,23.59,,1,,
15:21:52,45.062245333,7.655754167,8,10,22.94,,,,
15:21:53,45.062255667,7.6557625,8,10,23.27,,1,173008.ts ,
15:21:54,45.0622485,7.655759833,8,10,23.18,,1,,
15:21:55,45.0622505,7.655762667,8,10,23.56,,1,,
15:21:56,45.062264833,7.655773167,8,10,23.53,,1,,
15:21:57,45.062272833,7.655779,8,0,,,1,173009.ts ,
15:21:58,45.062276667,7.6557815,8,10,24.24,,,,
15:21:59,45.0622765,7.6557815,8,10,23.35,,1,,
15:22:00,45.0622775,7.655782,8,10,23.60,,,173010.ts ,
15:22:01,45.062279333,7.6557835,8,10,23.37,,,,
15:22:02,45.062280667,7.6557845,8,10,23.90,,1,173011.ts ,
15:22:03,45.062279333,7.6557835,8,10,24.62,,1,,
15:22:04,45.062278167,7.655784333,8,10,24.71,,1,,
15:22:05,45.062277167,7.655785667,8,10,24.58,,1,173012.ts ,
15:22:06,45.062274333,7.6557855,8,10,25.49,,1,,
15:22:07,45.062277667,7.655788333,8,10,24.67,,1,,
15:22:08,45.062277,7.655790167,8,10,24.87,,1,173013.ts ,
15:22:09,45.062269667,7.655794333,8,10,25.51,,,,
15:22:10,45.0622535,7.655803833,8,10,24.02,,1,,
15:22:11,45.062215667,7.655809167,8,10,24.40,,1,173014.ts ,
15:22:12,45.062176333,7.655819,8,10,23.37,,1,,
15:22:13,45.062131333,7.655831833,8,10,23.90,,1,,
15:22:14,45.062079667,7.655848667,8,10,21.03,,1,173015.ts ,
15:22:15,45.0620235,7.655870833,8,10,23.77,,,,
15:22:16,45.0619565,7.655889833,8,10,23.08,,,,
15:22:17,45.061882,7.6559075,8,10,16.29,,1,173016.ts ,
15:22:18,45.061803833,7.6559255,8,10,18.91,,1,,
15:22:19,45.0617245,7.655945333,8,10,20.12,,1,,
15:22:20,45.0616455,7.655963333,8,10,19.84,,1,173017.ts ,
15:22:21,45.0615735,7.655988333,8,10,17.81,,,,
15:22:22,45.061497,7.6560115,8,10,20.55,,1,,
15:22:23,45.061410833,7.656029833,8,10,13.30,,1,173018.ts ,
15:22:24,45.0613325,7.656059333,8,10,17.86,,,,
15:22:25,45.061250333,7.656077,8,10,29.18,,1,,
15:22:26,45.061171,7.656097167,8,10,28.48,,1,173019.ts ,
15:22:27,45.061081167,7.65612,8,10,23.26,,1,,
15:22:28,45.06098,7.65615,8,10,17.14,,1,,
15:22:29,45.060883333,7.656174,8,10,16.55,,,173020.ts ,
15:22:30,45.060785667,7.6561945,8,10,18.61,,1,,
15:22:31,45.060690167,7.6562175,8,10,12.74,,1,,
15:22:32,45.060582167,7.656239167,8,10,11.45,,1,173021.ts ,
15:22:33,45.060476833,7.656262333,8,10,12.09,,1,,
15:22:34,45.060368833,7.6562905,8,10,15.68,,1,,
15:22:35,45.0602655,7.656313167,8,10,11.43,,1,173022.ts ,
15:22:36,45.060170167,7.656339333,8,10,14.71,,1,,
15:22:37,45.060081167,7.656356667,8,10,13.61,,1,,
15:22:38,45.060001333,7.656353,8,10,16.60,,1,,
15:22:39,45.059941333,7.656356,8,10,23.95,,1,173023.ts ,
15:22:40,45.059943,7.6563905,8,10,24.65,,,,
15:22:41,45.059968167,7.6564305,8,10,28.82,,1,173024.ts ,
15:22:42,45.0599665,7.656440333,8,10,28.75,,,,
15:22:43,45.059963,7.656448,8,10,28.70,,1,,
15:22:44,45.059967,7.656438333,8,10,28.18,,1,,
15:22:45,45.059963833,7.656433667,8,10,28.20,,1,173025.ts ,
15:22:46,45.059962167,7.656429333,8,10,27.80,,,,
15:22:47,45.059957667,7.656429667,8,10,29.24,,1,,
15:22:48,45.0599545,7.656431667,8,10,28.07,,1,173026.ts ,
15:22:49,45.059951167,7.656434333,8,10,28.70,,1,,
15:22:50,45.059950167,7.656434,8,10,28.60,,1,173027.ts ,
15:22:51,45.059948833,7.6564355,8,10,28.06,,1,,
15:22:52,45.059949833,7.656430333,8,10,28.82,,1,,
15:22:53,45.059949667,7.656430333,8,10,27.81,,1,173028.ts ,
15:22:54,45.059949167,7.656429667,8,10,29.11,,,,
15:22:55,45.059947667,7.656431667,8,10,29.24,,,,
15:22:56,45.059950333,7.656428833,8,10,28.33,,1,173029.ts ,
15:22:57,45.0599495,7.6564345,8,10,28.89,,1,,
15:22:58,45.059949333,7.656436333,8,10,29.06,,,,
15:22:59,45.059949833,7.6564345,8,10,28.80,,1,173030.ts ,
15:23:00,45.059951333,7.656434667,8,10,29.23,,1,,
15:23:01,45.05995,7.656438167,8,10,28.64,,,,
15:23:02,45.059951667,7.656439,8,10,28.77,,1,173031.ts ,
15:23:03,45.059953,7.656442,8,10,27.34,,1,,
15:23:04,45.059951167,7.656446333,8,10,28.93,,,,
15:23:05,45.05995,7.656448333,8,10,28.28,,1,173032.ts ,
15:23:06,45.0599505,7.65645,8,10,29.48,,1,,
15:23:07,45.059952333,7.656451167,8,10,29.90,,,,
15:23:08,45.059954667,7.656454167,8,10,29.90,,1,173033.ts ,
15:23:09,45.0599545,7.6564595,8,10,28.52,,1,,
15:23:10,45.059953833,7.656464167,8,10,29.48,,,,
15:23:11,45.059956,7.6564675,8,10,29.40,,1,173034.ts ,
15:23:12,45.059954667,7.656474667,8,10,29.22,,1,,
15:23:13,45.059955,7.656478167,8,10,29.02,,,,
15:23:14,45.059953833,7.656483167,8,10,29.28,,1,,
15:23:15,45.059950833,7.656490167,8,10,29.33,,1,173035.ts ,
15:23:16,45.059950667,7.656494167,8,10,28.83,,1,,
15:23:17,45.059950333,7.656500167,8,10,30.17,,,,
15:23:18,45.059949167,7.656506,8,10,29.17,,1,173036.ts ,
15:23:19,45.059950333,7.6565105,8,10,29.02,,,,
15:23:20,45.059950833,7.656513333,8,10,30.04,,1,173037.ts ,
15:23:21,45.059950833,7.656517667,8,10,29.87,,1,,
15:23:22,45.0599515,7.656520167,8,10,29.84,,,,
15:23:23,45.0599525,7.6565195,8,10,30.23,,1,,
15:23:24,45.059954167,7.656521,8,10,29.84,,1,173038.ts ,
15:23:25,45.059954833,7.656524667,8,10,29.45,,1,,
15:23:26,45.059955333,7.656528167,8,10,29.91,,1,173039.ts ,
15:23:27,45.059954833,7.656533667,8,10,30.40,,1,,
15:23:28,45.059955333,7.656537667,8,10,29.22,,,,
